var	Estimate	SE	P.Val	Nag.R2	FDR	varOrig	varlabel
hv209_0	0.591537233757362	0.412842495056267	0.152734466221111	9.31817462834661e-4	0.333283457624428	hv209	has refrigerator
hv209_1	-0.54716504166093	0.413057593540597	0.186085128633342	7.85171401669893e-4	0.384242683249993	hv209	has refrigerator
hv209_9	-11.985425439473	0.666857543741751	1.4146e-52	3.37759857503173e-4	1.10192741873805e-51	hv209	has refrigerator
hv210_0	-0.636356221580736	0.209111439704513	0.00250575393401329	0.00659733212772784	0.00886919333377076	hv210	has bicycle
hv210_1	0.636356221580738	0.209111439704513	0.00250575393401325	0.00659733212772762	0.00886919333377076	hv210	has bicycle
hv211_0	-0.769178431269005	0.720171982377695	0.286183976738857	4.90503164071954e-4	0.508910310447012	hv211	has motorcycle/scooter
hv211_1	0.864970140587924	0.714324256798243	0.226697026855233	6.01273878871655e-4	0.43956439734682	hv211	has motorcycle/scooter
hv211_9	-11.0507418728245	1.00385030237346	1.28e-24	9.61003827856244e-5	6.08485414235706e-24	hv211	has motorcycle/scooter
hv212_0	-0.0511920261030609	0.313458826164063	0.870359427014021	1.11527943374989e-5	0.935205090787223	hv212	has car/truck
hv212_1	0.0624295705040044	0.313632000277855	0.842328430408827	1.65292012928031e-5	0.920505908123809	hv212	has car/truck
hv212_9	-11.0507418728245	1.00385030237346	1.28e-24	9.61003827856244e-5	6.08485414235706e-24	hv212	has car/truck
hv213_11	-0.415060804975035	0.209866355784461	0.0486879798091846	0.00289086433830443	0.136796217896265	hv213	main floor material
hv213_21	-0.200256084241325	0.968006230861877	0.836219630733248	1.78938640336135e-5	0.917365821075228	hv213	main floor material
hv213_31	-12.8780891392624	0.541109715381736	5.0341e-77	5.50517737946676e-4	6.68043107491857e-76	hv213	main floor material
hv213_32	-0.716660243067725	1.08074534177141	0.507662158053391	1.4884692816064e-4	0.711705310361154	hv213	main floor material
hv213_33	0.368199285054964	0.499596137745527	0.461585698502278	1.95006495754213e-4	0.676534535922523	hv213	main floor material
hv213_34	0.355645582085821	0.214123473782435	0.097559694198554	0.0020434011339443	0.238621490820797	hv213	main floor material
hv213_35	0.555794994880268	0.655330482402227	0.396914024612573	3.47573896776088e-4	0.622652189553956	hv213	main floor material
hv213_96	2.48695170994074	1.23484568621139	0.0447236958988609	0.002518479866079	0.127716282703469	hv213	main floor material
hv213_99	-12.0806465379227	1.00223270967277	1.6314e-28	2.06390881106855e-4	8.75668458498024e-28	hv213	main floor material
hv215_11	-0.622382121359748	0.334409560925624	0.0635050330675758	0.00355386727101403	0.17111078354319	hv215	main roof material
hv215_12	-13.1365502170612	0.45344353112803	8.1072e-98	6.64367037179647e-4	1.58791984615385e-96	hv215	main roof material
hv215_21	0.363332573361246	0.269055985044418	0.177700683570498	0.0017756378043815	0.371638903935425	hv215	main roof material
hv215_22	1.52809685399853	0.840436406737817	0.0698263259248037	0.00339323497121169	0.18388652347618	hv215	main roof material
hv215_31	0.514770318248576	0.434282850879752	0.236633925495952	8.66214332369775e-4	0.450699678574338	hv215	main roof material
hv215_32	-1.88909670804762	0.969176736143715	0.0520175625422108	0.00198761668041902	0.144064955674349	hv215	main roof material
hv215_96	-0.460780397503765	0.720252887106853	0.522725995317292	2.36463351599769e-4	0.726325274530235	hv215	main roof material
hv215_99	-12.16419126517	0.819644606612777	1.5247e-39	2.08421619520727e-4	8.83588591749644e-39	hv215	main roof material
hv217_1	0.921391871894788	0.252139733847261	2.9454205951661e-4	0.0070692622061469	0.0010968595525326	hv217	relationship structure
hv217_2	-0.107435186071	0.21358818960646	0.615257704102268	1.6741906004325e-4	0.790962412910268	hv217	relationship structure
hv217_3	0.479461483930775	0.36051074189639	0.184340723935764	0.00124444032746529	0.3819959864264	hv217	relationship structure
hv217_4	-0.717469535779532	0.237649566993179	0.0027089129310909	0.0076964762359047504	0.00957164898635241	hv217	relationship structure
hv217_5	0.488011881099286	0.294882760813469	0.0987720453321666	0.00160886159203966	0.241100846424953	hv217	relationship structure
hv221_0	0.143831361721756	0.250756740973104	0.56658872685985	1.70712146221552e-4	0.756986008774915	hv221	has telephone
hv221_1	-0.126525621569959	0.250769258494025	0.614170508393615	1.31519058312879e-4	0.789813968180425	hv221	has telephone
hv221_9	-12.0140578731305	0.710595215610511	4.2428e-48	3.15036257330981e-4	3.1891452398524e-47	hv221	has telephone
hv225_0	-0.342311416753629	0.218797735000698	0.118630641879057	0.0020122988593444	0.278421983916741	hv225	share toilet with other households
hv225_1	0.353240016907745	0.219237208455647	0.108061774175523	0.00214169394936681	0.259000748979199	hv225	share toilet with other households
hv225_9	-12.1088131552805	0.750235424390963	7.0701e-44	3.79760253639394e-4	4.69879076672104e-43	hv225	share toilet with other households
hv226_1	-13.0890782837897	0.543603912639871	3.5568e-78	6.59354222661168e-4	4.84628869565217e-77	hv226	type of cooking fuel
hv226_2	0.067510322804056	0.33894986731721	0.842233555226256	1.28707048997478e-5	0.920505908123809	hv226	type of cooking fuel
hv226_3	-10.9468776896878	1.0028308618375	2.7746e-24	7.2073299066e-5	1.16054624229979e-23	hv226	type of cooking fuel
hv226_4	0.551343294036122	0.265295451810127	0.0383666039107839	0.00264985163039255	0.112146258032983	hv226	type of cooking fuel
hv226_6	0.259844435270998	0.289414796471942	0.36985229282932	6.11155894861715e-4	0.598355065281894	hv226	type of cooking fuel
hv226_7	-0.421417616319681	0.207067484764799	0.0425346282678523	0.00276599833147084	0.122377172007931	hv226	type of cooking fuel
hv226_8	-12.0780746928598	0.595721566250947	2.7514e-62	3.00706139329421e-4	2.64992992907801e-61	hv226	type of cooking fuel
hv226_99	-12.0806465379227	1.00223270967277	1.6314e-28	2.06390881106855e-4	8.75668458498024e-28	hv226	type of cooking fuel
hv227_0	-0.403270889527537	0.211904485118774	0.0577937954575375	0.00235538062686724	0.157598341829992	hv227	have bednet for sleeping
hv227_1	0.403270889527537	0.211904485118774	0.0577937954575374	0.00235538062686735	0.157598341829992	hv227	have bednet for sleeping
hv228_0	-0.111561054957962	0.533616093471377	0.834519996907625	4.88376355131104e-5	0.916880555306814	hv228	children under 5 slept under bednet last night
hv228_1	0.127978214474894	0.369787166108758	0.729488932990072	1.45814253951548e-4	0.860682859253273	hv228	children under 5 slept under bednet last night
hv228_2	0.777291980730588	0.603150082613411	0.198358709937075	0.00171475066136395	0.401447284790682	hv228	children under 5 slept under bednet last night
hv228_3	-0.211847845352015	0.310094690568048	0.494957016788239	5.7923481010913e-4	0.699672063287747	hv228	children under 5 slept under bednet last night
hv270_1	-1.06941060022479	0.481859787063482	0.0270598041052424	0.00652471475436711	0.0817816334753394	hv270	wealth index
hv270_2	0.2582768958156	0.244698576054764	0.29187900795626	7.68372924728422e-4	0.515995782747244	hv270	wealth index
hv270_3	-0.570927899453939	0.293051602663895	0.0521327676189966	0.00272916183256311	0.144187980502235	hv270	wealth index
hv270_4	0.180059768346466	0.24444762338429	0.461825836560282	3.90362295767499e-4	0.676534535922523	hv270	wealth index
hv270_5	0.505287478322228	0.208591396502325	0.0158911674007334	0.00364210595393044	0.0505786062426468	hv270	wealth index
shdist201	-0.278429036308307	0.454845187486344	0.540893700108551	0.0479326956653465	0.739215341912862	shdist201	NA
shnotne_0	-0.276741698430242	0.696283126705499	0.691256980588777	1.69127277103609e-4	0.841018018290795	shnotne	not northeast province/specific clusters to be excluded
shnotne_1	0.276741698430242	0.696283126705499	0.691256980588777	1.6912727710372e-4	0.841018018290795	shnotne	not northeast province/specific clusters to be excluded
shseclas_1	-14.2880985835591	0.661505789006156	5.133e-24	0.00380890170858117	2.11658319838057e-23	shseclas	socio-economic class in nairobi (cbs)
shseclas_3	-0.230066265061886	0.457363096764231	0.617636562938355	7.29892058463522e-4	0.792769803847151	shseclas	socio-economic class in nairobi (cbs)
shseclas_4	-0.704837980277213	0.550295327491505	0.207449421727566	0.0111525600178065	0.413680344649096	shseclas	socio-economic class in nairobi (cbs)
shseclas_5	0.943699040381017	0.476497764142387	0.0543851558836893	0.0202610959090778	0.149908744973038	shseclas	socio-economic class in nairobi (cbs)
sh22a_1	0.0651474296268972	0.304427429608425	0.830663160566183	4.3388279744927e-5	0.915547783445156	sh22a	how frequent water is available from the source
sh22a_2	-0.455929539226406	0.615337139234351	0.459190677274361	3.30266331024398e-4	0.675410474043444	sh22a	how frequent water is available from the source
sh22a_3	-0.453317760703157	0.605845942210639	0.45478356519923	3.8968155440755e-4	0.671543401457652	sh22a	how frequent water is available from the source
sh22a_4	0.14440709587418	0.354926264061349	0.684338602361397	1.6041675195444e-4	0.83573005576149	sh22a	how frequent water is available from the source
sh22a_9	-10.9950764738512	0.750249616445929	8.7029e-39	1.54043995912678e-4	5.00785516949153e-38	sh22a	how frequent water is available from the source
sh24a_1	-0.480904553757677	0.310095200989738	0.122192710645379	0.00469323355260254	0.282816951712051	sh24a	other households that use toilet
sh24a_2	0.636603289421267	0.328734803076376	0.0539169649800726	0.00676422246445796	0.149021516505302	sh24a	other households that use toilet
sh24a_3	-0.0368481153443988	0.460803163062083	0.936328324638657	1.85966468463361e-5	0.970515077079564	sh24a	other households that use toilet
sh25b_0	0.194434988493463	0.446497249445684	0.663473078934314	1.17459105425377e-4	0.823579927964167	sh25b	solar power
sh25b_1	-0.0978785772656693	0.447150149934321	0.826851227138441	2.88388827486274e-5	0.91342294017027	sh25b	solar power
sh25b_9	-13.0336928943312	0.445454560866365	6.1096e-99	6.68839827971057e-4	1.22012305882353e-97	sh25b	solar power
sh27b_1	-0.805051142871201	0.73791604414814	0.275980600711463	5.10334780887023e-4	0.495524445702292	sh27b	state of repair of dwelling
sh27b_2	-0.0537622365189061	0.287405683814003	0.851714130882779	2.86497811492481e-5	0.924070138273353	sh27b	state of repair of dwelling
sh27b_3	0.0444321524826852	0.257699740863492	0.863201449760811	2.28999515816675e-5	0.930831843918884	sh27b	state of repair of dwelling
sh27b_4	0.413796656458739	1.09191545517663	0.704928497198415	7.55240072426444e-5	0.848413204604533	sh27b	state of repair of dwelling
sh27b_5	0.444667796284696	0.633732718529851	0.483322441778427	2.81057781116978e-4	0.690412211712942	sh27b	state of repair of dwelling
sh27b_9	-10.9468776896879	1.0028308618375	2.7746e-24	7.2073299066e-5	1.16054624229979e-23	sh27b	state of repair of dwelling
sh28a_1	-0.683174229130712	0.201458343429902	7.69875854182934e-4	0.0069576944828591	0.00280440693668345	sh28a	household own structure
sh28a_2	0.724889457444901	0.20471483584492	4.48705013030843e-4	0.00726560390581665	0.00166033081116045	sh28a	household own structure
sh28a_3	-0.159133872098938	0.597717410097189	0.790203419166437	5.44519957026424e-5	0.890290024802009	sh28a	household own structure
sh28a_4	1.59536867744336	1.12996620515119	0.158814409124006	0.00116715459928074	0.341547733724816	sh28a	household own structure
sh28a_9	-9.85861900301909	1.00477567226198	2.2001e-20	5.26374109791616e-5	8.55267881679389e-20	sh28a	household own structure
sh28b_1	-0.615626382071069	0.194194197437869	0.00164849066278909	0.00607858189874955	0.00589118505280943	sh28b	household own land which structure sits
sh28b_2	0.459651597319552	0.253783423731178	0.0709083400844188	0.00220198068705202	0.186134392721599	sh28b	household own land which structure sits
sh28b_3	0.38877119473963	0.247642458496984	0.117282033698077	0.00150242079595153	0.275843843621109	sh28b	household own land which structure sits
sh28b_4	1.19905420737053	0.629547373451474	0.0575911631465313	0.00184777608609998	0.157467381650314	sh28b	household own land which structure sits
sh28c_1	1.73215285926256	0.593553237672701	0.00373130533631817	0.00347638019674334	0.0129373088852427	sh28c	how household dispose of kitchen waste and trash
sh28c_2	0.724609575958756	0.885352509745895	0.41362330026523	2.27271156858166e-4	0.639507144318993	sh28c	how household dispose of kitchen waste and trash
sh28c_3	0.508877881533535	0.29210437264348	0.0823069264989889	0.00143937245251657	0.209705077271345	sh28c	how household dispose of kitchen waste and trash
sh28c_4	0.03255764561797	0.222824530555312	0.883910185075396	1.43256001098324e-5	0.941896401900591	sh28c	how household dispose of kitchen waste and trash
sh28c_5	-0.432683754564524	0.209424401047842	0.0395071100943326	0.00310647586255197	0.114965690374508	sh28c	how household dispose of kitchen waste and trash
sh28c_6	0.281822617243424	0.330585459640761	0.39448181720577	5.6659778921353e-4	0.622347416087495	sh28c	how household dispose of kitchen waste and trash
sh28c_96	0.193526136838745	0.451082013791784	0.668149645812618	1.29418188518193e-4	0.825361327180293	sh28c	how household dispose of kitchen waste and trash
sh28c_99	-13.4108144093378	0.731762453287775	4.5707e-54	9.75831739410959e-4	3.60872709302326e-53	sh28c	how household dispose of kitchen waste and trash
hv101_1	0.508662810980166	0.2217941257132	0.0223760386388092	0.00317810296047139	0.0688519497088434	hv101	relationship to head
hv101_2	0.132030932521652	0.223435210777353	0.554933261476517	2.95231341571389e-4	0.750923609799259	hv101	relationship to head
hv101_3	-2.12592505277498	0.475829669822615	1.04687661844843e-5	0.0201980245106745	3.98968694439561e-5	hv101	relationship to head
hv101_4	0.473728124173079	0.453654946195683	0.297041701959719	6.71247757472737e-4	0.521840402666622	hv101	relationship to head
hv101_5	-0.613476800846172	0.995177013347306	0.537970646183436	2.92274522531e-4	0.73837791691026	hv101	relationship to head
hv101_8	0.217265512839801	1.04002363945196	0.834635997053977	5.69011775921613e-5	0.916880555306814	hv101	relationship to head
hv101_10	0.188201782131317	0.469217318018349	0.688576355323282	1.26580729253312e-4	0.838642771774903	hv101	relationship to head
hv101_11	-12.1202667828503	0.588301541113243	1.1468e-63	3.35012090675768e-4	1.1339959223301e-62	hv101	relationship to head
hv101_12	0.971830819063678	0.414441312418977	0.0195506854394371	0.0031933722210179	0.061268840369436	hv101	relationship to head
hv102_0	0.750022294755521	0.451594081826014	0.0975806096483667	0.00203146612767968	0.238621490820797	hv102	usual resident
hv102_1	-0.750022294755521	0.451594081826014	0.0975806096483671	0.00203146612768001	0.238621490820797	hv102	usual resident
hv106_0	-1.00321532601451	0.50773776795748	0.0489020896631344	0.00460344012824432	0.136831808576655	hv106	highest educational level
hv106_1	0.380308911949536	0.21774620746489	0.0815285975624012	0.00227634592445281	0.20834716975571899	hv106	highest educational level
hv106_2	0.0664461095988084	0.239395744161295	0.781504523140726	5.46403551716645e-5	0.887797455094641	hv106	highest educational level
hv106_3	-0.464683654257116	0.46019161374151	0.313259049407354	6.68812636764882e-4	0.541293444899502	hv106	highest educational level
hv106_9	-12.1741776232898	0.784412013730423	2.482e-42	2.29594873116912e-4	1.55803821263482e-41	hv106	highest educational level
hv109_0	-1.00321532601451	0.50773776795748	0.0489020896631344	0.00460344012824432	0.136831808576655	hv109	educational attainment
hv109_1	0.206651596900372	0.229689978775936	0.368856864410668	6.71846458645264e-4	0.597029346686159	hv109	educational attainment
hv109_2	0.216638646951591	0.228478406501634	0.34364684247352	6.25833343985027e-4	0.569575767386949	hv109	educational attainment
hv109_3	-0.202884302974454	0.318657984416055	0.524718392746449	2.65732906017946e-4	0.728331442384971	hv109	educational attainment
hv109_4	0.285382193193688	0.273504479472492	0.297420563501793	6.34111426613515e-4	0.522280765390649	hv109	educational attainment
hv109_5	-0.464683654257116	0.46019161374151	0.313259049407354	6.68812636764882e-4	0.541293444899502	hv109	educational attainment
hv109_9	-12.1741776232898	0.784412013730423	2.482e-42	2.29594873116912e-4	1.55803821263482e-41	hv109	educational attainment
hv110_0	1.957598314214	0.689900295509833	0.00479309751195715	0.0116450581527499	0.0163955325471985	hv110	member still in school
hv110_1	-16.2376734731893	0.137956706158281	9.0168e-299	0.0201756841271505	1.83672216e-295	hv110	member still in school
hv110_9	1.47276179429762	0.792670599734659	0.0639540714473879	0.0020057085325742	0.171724559850879	hv110	member still in school
hv121_0	1.98154650672421	0.689938615290413	0.00430911469709431	0.0120382186632129	0.0148021359831047	hv121	member attended school during current school year
hv121_1	-16.2376734731893	0.137956706158281	9.0168e-299	0.0201756841271505	1.83672216e-295	hv121	member attended school during current school year
hv121_2	-12.0810649215494	0.617334515301063	2.5949e-59	4.11242863879391e-4	2.17523098765432e-58	hv121	member attended school during current school year
hv121_9	1.47276179429762	0.792670599734659	0.0639540714473879	0.0020057085325742	0.171724559850879	hv121	member attended school during current school year
hv125_0	1.9850544699798	0.625968580904836	0.00164289674202998	0.0134807306605494	0.00587634883848125	hv125	member attended school during previous school year
hv125_1	-4.11505184345183	1.01371767708292	5.98867596637874e-5	0.0207887731788838	2.27379924389813e-4	hv125	member attended school during previous school year
hv125_9	1.09012076722278	0.765083287594188	0.155033136457595	0.00123988300620193	0.336855998895062	hv125	member attended school during previous school year
hv126_0	1.9850544699798	0.625968580904836	0.00164289674202998	0.0134807306605494	0.00587634883848125	hv126	educational level during previous school year
hv126_1	-3.67544565688064	1.01548279282344	3.35680272925959e-4	0.0133136330514676	0.0012455022148455	hv126	educational level during previous school year
hv126_2	-15.0899622741076	0.176971706244929	4.6612e-248	0.00564726898445123	3.79794576e-245	hv126	educational level during previous school year
hv126_3	-13.0493146680094	0.320094280387713	4.6213e-140	0.0012825288394569	2.21496190588235e-138	hv126	educational level during previous school year
hv126_9	1.09012076722278	0.765083287594188	0.155033136457595	0.00123988300620193	0.336855998895062	hv126	educational level during previous school year
hv129_0	-0.841085234754611	0.989960466740479	0.396194843974198	0.00141462318858576	0.622482759101767	hv129	school attendance status
hv129_1	-12.6133599140709	0.733404974967882	5.1523e-47	3.1203345445896e-4	3.74829825e-46	hv129	school attendance status
hv129_2	-16.8950168285198	0.217811074288815	4.4207e-205	0.0267418510420391	2.5728474e-202	hv129	school attendance status
hv129_3	-14.6310371053836	0.284192440898154	6.0202e-154	0.00364193394508849	5.70378948837209e-152	hv129	school attendance status
hv129_4	-1.20110482762203	1.04907417468166	0.253125930083408	0.00103304541113891	0.470239670626761	hv129	school attendance status
hv129_5	1.65623756768061	0.566771094861319	0.00373079723646003	0.0193808083024208	0.0129373088852427	hv129	school attendance status
hv129_9	1.64579018969541	0.783798203925462	0.0365577556179645	0.00559499426639487	0.107380170430849	hv129	school attendance status
sh15a_0	-1.00321532601451	0.50773776795748	0.0489020896631344	0.00460344012824432	0.136831808576655	sh15a	level of education attended
sh15a_1	0.363339716941528	0.215683514817825	0.0928962373100387	0.00211015998713338	0.23273338916172	sh15a	level of education attended
sh15a_2	0.213412800401335	0.781103033686944	0.784834280393629	4.2411508361706e-5	0.888648184801103	sh15a	level of education attended
sh15a_3	0.0664461095988084	0.239395744161295	0.781504523140726	5.46403551716645e-5	0.887797455094641	sh15a	level of education attended
sh15a_4	-0.387120137883177	0.487471999432869	0.427615893608055	4.1770333639557e-4	0.650282624322216	sh15a	level of education attended
sh15a_5	-1.02633148713532	1.05861836093485	0.332918534294025	3.44819786964434e-4	0.559664111589099	sh15a	level of education attended
sh15a_9	-12.1741776232898	0.784412013730423	2.482e-42	2.29594873116912e-4	1.55803821263482e-41	sh15a	level of education attended
sh18a_0	1.98154650672421	0.689938615290413	0.00430911469709431	0.0120382186632129	0.0148021359831047	sh18a	level of education attending
sh18a_1	-16.2030830286656	0.149408212671658	8.7669e-286	0.011834868917993	1.19054502e-282	sh18a	level of education attending
sh18a_2	-13.1531957489967	0.439690867682492	1.7907e-101	7.02259872065181e-4	3.92221064516129e-100	sh18a	level of education attending
sh18a_3	-15.0946865523847	0.180248301379766	2.9254e-245	0.00621081411985813	1.9863466e-242	sh18a	level of education attending
sh18a_4	-13.1049820104846	0.416722057035669	2.6074e-107	8.22940470281863e-4	6.47716317073171e-106	sh18a	level of education attending
sh18a_5	-11.9503758394803	0.581227131719858	1.7159e-63	3.84228646895024e-4	1.68854507246377e-62	sh18a	level of education attending
sh18a_9	1.47276179429762	0.792670599734659	0.0639540714473879	0.0020057085325742	0.171724559850879	sh18a	level of education attending
sh20a_0	1.9850544699798	0.625968580904836	0.00164289674202998	0.0134807306605494	0.00587634883848125	sh20a	level of education last year
sh20a_1	-3.65707994982406	1.01531113745284	3.582649696641e-4	0.0130601902710074	0.0013280905244873	sh20a	level of education last year
sh20a_2	-12.1519655993405	0.731295349743816	6.9199e-47	2.38679384862994e-4	4.9985235106383e-46	sh20a	level of education last year
sh20a_3	-15.0899622741076	0.176971706244929	4.6612e-248	0.00564726898445123	3.79794576e-245	sh20a	level of education last year
sh20a_4	-13.0887799751686	0.386446826016513	2.8519e-116	9.54184805052161e-4	8.299029e-115	sh20a	level of education last year
sh20a_5	-11.9374069408204	0.478805720672685	1.1187e-81	3.26523521807287e-4	1.6219159430605e-80	sh20a	level of education last year
sh20a_9	1.09012076722278	0.765083287594188	0.155033136457595	0.00123988300620193	0.336855998895062	sh20a	level of education last year
hml12_0	-0.495811071085783	0.230483891132364	0.0320990110562066	0.00268996459592774	0.0953839321976555	hml12	type of bednet(s) person slept under last night
hml12_1	0.576485830017672	0.353545216718386	0.103815067645664	0.00155688023266376	0.251004501832899	hml12	type of bednet(s) person slept under last night
hml12_3	0.38018417433737	0.302886171028289	0.210183971757748	0.00108778990567293	0.418081460027058	hml12	type of bednet(s) person slept under last night
hml12_9	-10.8865987277601	0.725635178659768	3.3169e-40	1.49222933942039e-4	1.94712544668588e-39	hml12	type of bednet(s) person slept under last night
