var	Estimate	SE	P.Val	Nag.R2	FDR	varOrig	varlabel
hv111_9	-14.2855804482348	0.514594629916565	2.773e-91	6.12470044619506e-4	3.51184630872483e-90	hv111	Mother alive
hv024_55	-2.12402550869905	0.935341267987587	0.0235227197547251	3.19226143335571e-4	0.0650364427504268	hv024	Region
v116_22	0.210486878967693	0.207785521034079	0.31148368094764	2.80706083035209e-4	0.516720620613799	v116	Type of toilet facility
hv244_1	-0.300877719421488	0.168660230448848	0.0749598671265325	0.0011720910553612	0.178823349263928	hv244	Owns land usable for agriculture
v128_35	0.143070351432676	0.211703769515982	0.499435095932834	1.83024460947978e-4	0.699654065349115	v128	Main wall material
hv243d_0	1.47717989658659	1.11387318500416	0.185308767160927	7.30982834021843e-5	0.361797872356616	hv243d	Has boat with a motor
v024_11	0.550724291370788	0.368228227626171	0.135302175500336	5.29356951178395e-4	0.288981556501566	v024	Region
v139_3	-0.223701096923009	0.322890590420138	0.488708482189563	7.99392572807811e-5	0.691386683337283	v139	De jure region of residence
v505	-0.121300461302426	0.143272015086786	0.397546761366522	3.92149496381333e-4	0.605830704718381	v505	Number of other wives
v128_12	-0.32815368851911	0.976847261946472	0.737044490061683	3.70017685339397e-5	0.870067533779416	v128	Main wall material
ha33_3	-0.167433329446549	0.16679845876046	0.315892071032601	3.10617865472484e-4	0.521968772362976	ha33	Completeness of HA32 information
v125_7	-0.00883903780811943	0.357213078173705	0.980267347627032	1.84772040112691e-7	0.991299295269141	v125	Household has: car/truck
ha66_0	-0.191644180271239	0.223748520502038	0.392067398149627	3.00851298720484e-4	0.60148876447833	ha66	Woman's highest educational level
sh17a_1	-0.791409294902998	0.814828625693153	0.332075280500222	0.00171196699938636	0.542230532872867	sh17a	Level of education attending
v204	0.241280193329594	0.0844361256403886	0.00442303397504038	0.00213170047938671	0.0141943284199	v204	Sons elsewhere
v139_17	0.562568191845498	0.376566671481782	0.135736865642174	8.81042861371917e-4	0.289746001659256	v139	De jure region of residence
hml17_6	-0.208091017072705	0.515294193247266	0.686487434214832	4.91757396505754e-5	0.840697273890865	hml17	Flag for age from Individual file
v826a	0.00266709622595784	0.00174527175050219	0.127016770556905	8.21176809267521e-4	0.274335972812276	v826a	Months ago most recent HIV test
hv123_06	0.0889039370035724	0.113227040553061	0.432793271718936	0.00100677771782354	0.639530856486791	hv123	Grade of education during current school year
v150_5	-1.70540803311296	0.737626180216334	0.0211270381240448	0.00163085855506573	0.059237326805457	v150	Relationship to household head
v139_12	0.771492841298587	0.267021984910169	0.00400644559175243	0.00290627020298018	0.0129788203118229	v139	De jure region of residence
v024_22	0.693742323837852	0.274547952946369	0.0117746348680272	8.6952609237112e-4	0.0351840633348651	v024	Region
v531	0.0470445458223964	0.0112899415905943	3.55939071775989e-5	0.00620118344989873	1.38915621187444e-4	v531	Age at first sex (imputed)
hv106_1	0.354539238565283	0.161920485982681	0.0289531292393424	0.00157582043079252	0.0783291109313822	hv106	Highest educational level attained
v527	0.00183279579375305	6.35945823093863e-4	0.00409944986917578	0.00356406959833522	0.0132573468776944	v527	Time since last sex
hv113_9	-14.2134067001935	0.528041590797095	4.9109e-88	5.05323434633609e-4	5.72028907407407e-87	hv113	Father alive
hv016	0.00309302685127157	0.00845214179644614	0.714539321583031	4.42436353291775e-5	0.853915266044265	hv016	Day of interview
hv253z_1	0.396544181049824	0.578654753569828	0.493438002417839	7.91735662153403e-5	0.694816930253232	hv253z	Dwelling sprayed by: don't know
ha64_3	-10.9864850858009	0.720534367572976	2.2849e-44	6.64616868135681e-5	1.46903110732538e-43	ha64	Consent for additional tests
v022_13	-0.698384630709636	0.50470428244193	0.166969094313372	7.31670409195306e-4	0.336973990341533	v022	Sample strata for sampling errors
v161_95	3.45715254585351	1.42182910094579	0.0153399920528119	0.00105574610133929	0.0442269900743408	v161	Type of cooking fuel
hv041	-0.146670852147842	0.0760249369705866	0.0541894493969745	0.00339090742433557	0.135079908866699	hv041	Total adults measured
hv247_9	-11.820628724499	0.492512563711765	7.7112e-89	1.54171972659323e-4	9.18046334384858e-88	hv247	Has bank account
v024_6	0.329870620256748	0.342027707912145	0.335220770551196	1.42703914881359e-4	0.545076772106942	v024	Region
hv124_09	0.00411580738243265	0.0100580604102294	0.682624181587962	3.40809959120669e-5	0.839971403998445	hv124	Education in single years - current school year
hv101_6	-11.9149224823442	0.427229280831093	4.3127e-109	1.69058424688506e-4	7.64137549295775e-108	hv101	Relationship to head
v801	-3.76057420845612e-4	2.61427563555078e-4	0.150840121657944	6.21481410417957e-4	0.312614288378408	v801	Time interview started (hhmm - 24 hour clock)
hc32_02	-0.0156106435733418	0.0117885293437489	0.186098158795204	0.00156822165922665	0.362643741042845	hc32	Date of birth (CMC)
v139_25	-0.0732767877316446	0.284831409052127	0.797066754881424	7.89624315422621e-6	0.908251791341333	v139	De jure region of residence
v139_21	-0.733086024798335	0.728778891075317	0.314879750468639	5.07036391309224e-4	0.520980349964333	v139	De jure region of residence
shreg2_5	-2.79246473549362	0.744651918051154	1.94616053923154e-4	0.00281317588861962	7.27929620917724e-4	shreg2	Mainland/Zanzibar
v022_12	0.809147789428639	0.258151475327795	0.00180945660597231	0.00337008514094395	0.00615769993772723	v022	Sample strata for sampling errors
sheduc_3	-0.398326575780826	0.194913013424794	0.0414447134976445	0.00115374011321412	0.107499896041313	sheduc	Education as defined in report
hv217_1	1.12710597599364	0.226980095680954	9.02566183019175e-7	0.00640275133544166	3.63143366174239e-6	hv217	Relationship structure
hmlc_2	-0.0207731113487608	0.0890275922884187	0.815630860325078	1.66673649009352e-4	0.916128234186561	hmlc	Line number of person who slept in this net
hv215_11	-0.15164890611211	0.164993064359122	0.358414685218854	2.79684115162437e-4	0.568582186639746	hv215	Main roof material
v025_2	-0.60106303816163	0.1836253476587	0.00112641694573536	0.00459760547040611	0.00395819139032146	v025	Type of place of residence
hv105_03	-0.00606640263065893	0.00605892312947763	0.317132439449759	3.21179585803688e-4	0.523788983143716	hv105	Age of household members
v139_2	-0.0824599122588182	0.428384427107786	0.847425657162926	1.09631672550181e-5	0.933503920062137	v139	De jure region of residence
hv111_8	-11.1664760516584	1.07400523961092	2.6649e-22	3.88971155746987e-5	1.257166575e-21	hv111	Mother alive
hv108_07	-0.00140557684132613	0.00942521534252386	0.881508783058434	4.27378245970722e-6	0.948350669117027	hv108	Education completed in single years
sh115a	-1.63154765576241e-4	0.00113443341580572	0.885695193167135	2.16682510296717e-5	0.95115243803208	sh115a	Acres of land for farming owned by the household (1 decimal)
v005	2.2005e-9	9.69239938082704e-8	0.981894933400157	3.5041946722103e-7	0.992413357967914	v005	Women's individual sample weight (6 decimals)
hv210_0	0.583464477096272	0.152956314323104	1.51096305526353e-4	0.00481840599184513	5.70237457056456e-4	hv210	Has bicycle
ml1_1	0.0111857518626048	0.00814659731640842	0.170297884134745	6.86867770193444e-4	0.341138118218964	ml1	NA
v116_99	-10.6473586619007	0.585712017620858	9.6874e-59	5.9086674594977e-5	7.52268469135802e-58	v116	Type of toilet facility
v139_9	0.0178804383829822	0.541534860434619	0.973671572569657	6.33658232329637e-7	0.991299295269141	v139	De jure region of residence
v022_15	-0.150256491627073	0.390042675171809	0.700208071830468	2.00662339064905e-5	0.846027892486514	v022	Sample strata for sampling errors
v201	0.023103717704803	0.0199661185875587	0.247690624832876	2.5333980581832e-4	0.44386724507088	v201	Total children ever born
v006	-0.0371245192980781	0.0318939612641872	0.244904912610447	7.29512518527708e-4	0.440448636928291	v006	Month of interview
hml4_3	9.28996643242143e-4	0.00552631343149249	0.86656364755567294	6.15974175921519e-6	0.941738123861458	hml4	Months ago net obtained
hb1_01	-0.00699227986562983	0.0100961164804509	0.48885826820789	2.24641676515147e-4	0.691386683337283	hb1	Man's age in years
m4_1	-0.0718900351481195	0.0184075059555479	1.06565711245985e-4	0.0150236634265193	4.05831477540209e-4	m4	NA
ha1_02	0.0338110948388872	0.0144208433302401	0.0194095535095669	0.00329186915548652	0.054747126266895	ha1	Woman's age in years
hv124_12	0.0212062652269705	0.0123917611814051	0.0887351378659046	0.00162895509862138	0.204448357940125	hv124	Education in single years - current school year
sh108a_99	-9.84993951305235	0.787660286604405	6.3017e-32	4.23681568292311e-5	3.36387776520509e-31	sh108a	Source of energy for lighting in the household
sh15b_08	0.0874718987885856	0.0931538098602977	0.348431966405773	0.00231852237626518	0.557905066277211	sh15b	Highest grade completed
