var	Estimate	SE	P.Val	Nag.R2	FDR	varOrig	varlabel
v536_9	-9.21089143799515	1.0146421058738	4.856459e-18	6.34201101534781e-6	1.17237328421488e-17	v536	recent sexual activity
v536_10	1.22865648652887	0.379392084040331	0.00130043263639249	0.00577559865430977	0.00295148697039818	v536	recent sexual activity
v612_0	-2.63005141924657	1.02104971469523	0.0103526515308118	0.00246225026777902	0.0225168243644834	v612	respondent approves fp
v612_1	2.89523270222116	1.01767880146644	0.00466688482349584	0.00335514082319788	0.0104060844041461	v612	respondent approves fp
v612_8	-14.458389936361	0.239399740322901	5.780643e-205	8.27050416691955e-4	2.68019971476191e-203	v612	respondent approves fp
v612_9	-11.4442733426484	0.680892838893242	1.681053e-48	3.67621112383754e-5	6.48659948877147e-48	v612	respondent approves fp
v630a_0	-0.808219477013278	0.505571540643414	0.11068178257295	0.00128114776638477	0.202824019382426	v630a	discussed fp with partner
v630a_1	0.837737372712802	0.50671229192539	0.0990468413188606	0.00136713505826458	0.184450758376596	v630a	discussed fp with partner
v630a_9	-11.5812837581014	0.57174465561363	1.47989e-63	7.64025502590915e-5	6.85064768621236e-63	v630a	discussed fp with partner
v630b_0	13.493007000551	0.299223433704982	3.535674e-160	3.00800562961112e-4	6.33601457300613e-159	v630b	discussed fp with mother
v630b_1	-12.4617847778754	0.31593504544232	5.855529e-141	2.23875172488563e-4	7.66995525067265e-140	v630b	discussed fp with mother
v630b_9	-11.5812837581014	0.57174465561363	1.47989e-63	7.64025502590915e-5	6.85064768621236e-63	v630b	discussed fp with mother
v630c_0	12.5416927484245	0.427053983372974	1.758735e-102	1.67735182130535e-4	1.38844998243243e-101	v630c	discussed fp with father
v630c_1	-11.5062206164912	0.578065174711919	5.142631e-62	9.11197101968186e-5	2.33255048928571e-61	v630c	discussed fp with father
v630c_9	-11.5812837581014	0.57174465561363	1.47989e-63	7.64025502590915e-5	6.85064768621236e-63	v630c	discussed fp with father
v630d_0	-0.666992994946545	1.03250377041224	0.518647095595695	2.38377650221167e-4	0.678594062302128	v630d	discussed fp with sister(s)
v630d_1	0.780992341415378	1.03321814367431	0.450157495294588	3.16303079963998e-4	0.616749551480062	v630d	discussed fp with sister(s)
v630d_9	-11.5812837581014	0.57174465561363	1.47989e-63	7.64025502590915e-5	6.85064768621236e-63	v630d	discussed fp with sister(s)
v630e_0	-1.14427843205824	0.63776487162422	0.0735249638235044	0.00142155111592335	0.140370208711409	v630e	discussed fp with brother(s)
v630e_1	1.21649120255221	0.638328562839779	0.0573893649999345	0.0015772667756403	0.112430808292964	v630e	discussed fp with brother(s)
v630e_9	-11.5812837581014	0.57174465561363	1.47989e-63	7.64025502590915e-5	6.85064768621236e-63	v630e	discussed fp with brother(s)
v630f_0	-1.45604753688745	1.05578913373835	0.168620604903416	7.56305507364052e-4	0.289559545516095	v630f	discussed fp with daughter(s)
v630f_1	1.78645151301134	1.06615573967596	0.094586303171021	0.00104396254855854	0.176766853207007	v630f	discussed fp with daughter(s)
v630f_9	-11.5812837581014	0.57174465561363	1.47989e-63	7.64025502590915e-5	6.85064768621236e-63	v630f	discussed fp with daughter(s)
v630i_0	-2.08854675816004	1.08160424826362	0.0541824939471655	0.00132136228352853	0.106937205959237	v630i	discussed fp with son(s)
v630i_1	2.83372379789252	1.1172977128755	0.0115791695388957	0.00202765244587577	0.0249983401501215	v630i	discussed fp with son(s)
v630i_9	-11.5812837581014	0.57174465561363	1.47989e-63	7.64025502590915e-5	6.85064768621236e-63	v630i	discussed fp with son(s)
v630x_0	12.4952800455651	0.38647017001808	2.288426e-114	1.57638173669206e-4	2.0823963694704e-113	v630x	discussed fp with others
v630x_1	-11.421234628355	0.459422857898057	1.395522e-83	8.10461754280345e-5	9.01840655309735e-83	v630x	discussed fp with others
v630x_9	-11.5812837581014	0.57174465561363	1.47989e-63	7.64025502590915e-5	6.85064768621236e-63	v630x	discussed fp with others
v633a_0	-15.5903784391048	0.203947988961109	3.853438e-243	0.00277237663696717	2.2511784796e-240	v633a	reason for not having sex: husband has std
v633a_1	15.595034334993	0.20349799768447	1.487008e-243	0.00329136504316996	1.085887592e-240	v633a	reason for not having sex: husband has std
v633a_8	-13.4445740782528	0.263614087494117	1.246058e-178	4.76728659115411e-4	3.24976376607143e-177	v633a	reason for not having sex: husband has std
v633b_0	-0.328708894408877	0.570900991932865	0.565088192484327	1.86813031918254e-4	0.715541477166425	v633b	reason for not having sex: husband has other women
v633b_1	0.290591705822118	0.529532114984044	0.58346447583402	1.59618104776049e-4	0.729517098087285	v633b	reason for not having sex: husband has other women
v633b_8	0.170225343347865	1.04754772392288	0.870993846531791	6.09023271036513e-6	0.92717978092889	v633b	reason for not having sex: husband has other women
v633b_9	-10.3831157184602	0.760464774409055	3.410693e-35	2.33453919208371e-5	1.06666319625268e-34	v633b	reason for not having sex: husband has other women
v633c_0	0.0594812927269973	0.55669739518302	0.914963354847584	5.05804515260611e-6	0.956210361184183	v633c	reason for not having sex: recent birth
v633c_1	0.106685504867187	0.556788929509943	0.8481446546505	1.70145822544487e-5	0.911483219007086	v633c	reason for not having sex: recent birth
