var	concordance	Estimate.x	SE.x	P.Val.x	Nag.R2.x	FDR.x	varOrig.x	varlabel.x
v456	1	-0.0189446185009152	0.0040173340321884	3.2602345880878e-6	0.0194674207546356	2.14269862094881e-5	v456	hemoglobin level adjusted by altitude (g/dl - 1 decimal)
v222	1	0.00438206630096508	0.00136329289478615	0.00140602888957605	0.00765566558691255	0.00756060080167485	v222	last birth to interview
v238	1	-0.450934748826592	0.144819429756929	0.00196497185621376	0.00794073205135604	0.0102573484145549	v238	births in last three years
hv031	1	0.00737824243330487	0.00147842421955681	8.61107247467274e-7	0.022382947824612	5.73371411118453e-6	hv031	field editor
hv013	1	-0.125368971157142	0.0401247039530878	0.00189603746007816	0.00913486012681242	0.00997837761621713	hv013	number of de facto members
mm3_03	1	0.0328178256581653	0.00951121766484366	6.18966132668528e-4	0.0143144709224305	0.00357770489387721	mm3	NA
b2_02	1	-0.0487354877695658	0.0173360652717026	0.00517160246117405	0.00676280576988197	0.0247893261129135	b2	NA
mm3_02	1	0.0283435343067701	0.00866845948553813	0.00116828358876044	0.0110366331625428	0.00636902988711337	mm3	NA
hv014	1	-0.349388965199031	0.0943094004638472	2.37898735951509e-4	0.0115220728805201	0.0014457236539245	hv014	number of children 5 and under
hv217_1	1	0.743914851223865	0.220333755989661	7.98235592473141e-4	0.00819979116235414	0.00449672717093203	hv217	relationship structure
hv024_3	1	1.11592351100781	0.183392121217219	2.4918e-9	0.0327427167734151	1.73399964705882e-8	hv024	region
v130_8	1	-10.4263570622492	0.71252166719684	6.1006e-40	1.42705108859276e-4	6.31225346938775e-39	v130	religion
hv028	1	-7.28038348936823e-7	1.57276262132615e-7	4.81012655759886e-6	0.0233772291372489	3.14965667028014e-5	hv028	sample weight for male subsamp
v805	1	0.00418648135504673	0.00163204971215375	0.0106356835756488	0.0107216441325052	0.0467732850185596	v805	interviewer identification
hv129_1	1	-13.2747911115338	0.620064410085614	1.4727e-64	9.54679298204808e-4	2.65310269035533e-63	hv129	school attendance status
ha57_4	1	-1.01191023231687	0.180711564854813	3.83745722586415e-8	0.0265069339734899	2.62917677501773e-7	ha57	anemia level
v525	1	0.0542436584191045	0.0143003696604927	1.71242269227134e-4	0.00960918011367062	0.00105145123440674	v525	age at first intercourse
hv110_0	1	2.88796426951003	1.00967516510175	0.00442903836487122	0.0167109829341582	0.0215971736001981	hv110	member still in school
b2_01	1	-0.0529297757258064	0.016339204711263	0.0012906120019481	0.00772378380988747	0.00698612568396192	b2	NA
slinterv_4	1	-11.494950236405	0.714029244485365	2.1216e-46	2.11621988915667e-4	2.67005617021277e-45	slinterv	language of interview
hv125_1	1	-2.00739534247608	0.59099442906875	7.42603455931473e-4	0.0162113607711205	0.00419665551767643	hv125	member attended school during previous school year
hv128_01	1	-1.58219285459952	0.0984424900751107	2.7832e-46	0.00174042036893962	3.39435628865979e-45	hv128	education in single years - previous school year
b8_01	1	0.0511474135089349	0.017417859461116	0.00350025328228172	0.00606281820838861	0.0175954658623482	b8	NA
hv121_0	1	3.00099210218871	1.00949906466547	0.00310943576099448	0.0190111211995515	0.0158782554183733	hv121	member attended school during current school year
sh27g_1	1	0.526098888025704	0.19946542770801	0.00863940148234824	0.00639386618160898	0.0388116909631065	sh27g	own a bed with a mattress
v151_1	1	-0.532035621800859	0.160215616702155	9.70852948984127e-4	0.00682344694539627	0.00537528411223842	v151	sex of household head
v531	1	0.0527411055638591	0.0147942937303132	4.03580451498168e-4	0.00748186516010041	0.00240319970195805	v531	age at first intercourse (imp)
v030	1	0.00708188851194418	0.00145507988337572	1.57035589934622e-6	0.0213555356369555	1.03977482962308e-5	v030	field supervisor
hv126_0	1	2.00739534247607	0.590994429068748	7.42603455931471e-4	0.0162113607711204	0.00419665551767643	hv126	educational level during previous school year
v136	1	-0.125028712332761	0.0400416745187048	0.00190906915543553	0.00930500689074687	0.010007808615422	v136	number of household members
ha13_3	1	-11.739841020681	0.713002857418188	5.3665e-48	4.50750924211429e-4	7.18705981132075e-47	ha13	result of measurement of resp.
ha32	1	-0.0024942079957659	6.35955446896204e-4	1.01523092190372e-4	0.00862150974407538	6.3322575427703e-4	ha32	date of birth (cmc)
hv121_2	1	-13.793541083348	0.378208083385776	1.3284e-136	0.00229033505441112	1.813266e-134	hv121	member attended school during current school year
ha53_1	1	-0.0149022260611123	0.00385458124488441	1.27755203723599e-4	0.0118629234537621	7.91279612591715e-4	ha53	hemoglobin level (g/dl - 1 decimal)
mm3_05	1	0.0299844738228063	0.0114232740139038	0.00903894303456425	0.0118632987314607	0.0404529745645252	mm3	NA
