var	concordance	Estimate.x	SE.x	P.Val.x	Nag.R2.x	FDR.x	varOrig.x	varlabel.x
v113_13	1	0.56782727010438	0.118719003969499	2.09639110888346e-6	0.00620554751071978	1.32927418377268e-5	v113	source of drinking water
m6_1	1	-0.00402514712531886	0.00148684374563933	0.00694717082236554	0.00252654876933744	0.0233822234392572	m6	NA
shlangi_6	1	-1.3109469073766	0.42974172258772	0.00236823293806592	0.0012759964926301	0.00903405599740276	shlangi	language of interview
shlangq_6	1	-1.31018407815168	0.42660824461283	0.00221262912525176	0.00127204812856219	0.00856313596975273	shlangq	language of questionnaire
hv105_02	1	-0.0125472121367852	0.00340493217560276	2.45879053070948e-4	0.00302292762139378	0.00115004461595533	hv105	age of household members
v204	1	0.295599132192768	0.0467548473711744	4.5223e-10	0.00627478170290741	3.64456459357278e-9	v204	sons elsewhere
hml17_1	1	0.401731465617031	0.147432620685055	0.00658948509011121	0.00161237233097955	0.0224982339494903	hml17	flag for age from individual file
hv210_0	1	0.460192604013171	0.0841960292432983	6.36179570057768e-8	0.00645133589622127	4.64967606863833e-7	hv210	has bicycle
hv024_8	1	-0.718794626312181	0.181417280724957	8.16976907782381e-5	0.00197589006704513	4.14915209065641e-4	hv024	region
v509	1	-0.00181840710881628	3.57134580406468e-4	4.53942604167566e-7	0.00525106361952077	3.07023720056825e-6	v509	date of first cohabitation (cmc)
v024_8	1	-0.718794626312181	0.181417280724957	8.16976907782381e-5	0.00197589006704513	4.14915209065641e-4	v024	region
hv270_2	1	-0.535010027040918	0.11510076445644	3.98378768846685e-6	0.0042381913785422	2.42845770251177e-5	hv270	wealth index
hv121_2	1	-1.26861773705822	0.149427305263693	1.1805e-16	0.0148131209108316	1.2389434729064e-15	hv121	member attended school during current school year
mm4_03	1	-0.00293627454169779	2.98899192415908e-4	1.8574e-21	0.0225108688056173	2.30069226744186e-20	mm4	NA
hv217_3	1	0.474909644033272	0.169547680113388	0.00523069704427907	0.00151230591333062	0.0184503312133056	hv217	relationship structure
hv012	1	-0.153364147429861	0.0172967838110551	5.8905e-18	0.0185607162780942	6.67537779255319e-17	hv012	number of de jure members
ha6	1	3.88059989477231e-4	1.06870611454815e-4	3.02229488704288e-4	0.00279239651585284	0.00139826259649183	ha6	height/age percent ref. median
hv124	1	-0.132804855517699	0.0165434892656213	4.0532e-15	0.0138027336728039	4.02580074592075e-14	hv124	education in single years - current school year
hv035	1	-0.352258578894272	0.0508109375791339	9.1976e-12	0.0119707446988528	7.94948754563895e-11	hv035	number of eligible children for height and weight
hv208_0	1	-0.312803570362118	0.0908246764471495	6.06327825391168e-4	0.0030553602092922	0.00261494217003215	hv208	has television
hv209_1	1	0.349222016486256	0.100769466517674	5.60559102098164e-4	0.00307035157772595	0.00242491607516779	hv209	has refrigerator
