var	Estimate	SE	P.Val	Nag.R2	FDR	varOrig	varlabel
h4_2_0	0.484474113023265	1.24729575164249	0.698052768830261	2.63633468179147e-4	0.823007871082701	h4_2	received polio 1
h4_2_1	0.718725768984535	1.2383895663871	0.562213333875783	8.2270042767818e-4	0.713030368823149	h4_2	received polio 1
h4_2_2	-1.0355687924819	1.25738851006743	0.410998794855471	0.0015526467949043	0.582017498240413	h4_2	received polio 1
h4_2_3	-12.53458001375	0.856062796243584	4.7836e-35	9.3079272293628e-5	1.80318123766816e-34	h4_2	received polio 1
h4_2_8	-12.588965526828	1.02106097172084	2.4515e-27	5.58844484327414e-5	8.44561844262295e-27	h4_2	received polio 1
h5_1_0	-1.6475231602413	0.893302049783418	0.0659486134429536	0.00316038090833404	0.145578793225175	h5_1	received dpt 2
h5_1_1	-0.444836088164307	0.560932180140962	0.428275480572077	3.61908880291195e-4	0.600214019621354	h5_1	received dpt 2
h5_1_2	1.83374707377362	0.571536912401848	0.00145260203126985	0.00568581905234533	0.00407290616239305	h5_1	received dpt 2
h5_1_3	-11.6362725227558	0.623354084081614	4.4967e-55	4.1386130344101e-5	2.33617182941904e-54	h5_1	received dpt 2
h5_1_8	1.82045483975427	1.1419398897559	0.111761810293789	6.91448553529317e-4	0.223046006013673	h5_1	received dpt 2
h5_2_0	-0.396664041391428	1.24486320319919	0.750278462983222	2.05183536016174e-4	0.856929650085181	h5_2	received dpt 2
h5_2_1	0.809409158256717	1.23908653993871	0.514238215723526	0.00103671558073026	0.676466494247822	h5_2	received dpt 2
h5_2_2	-0.398442938947575	1.25913362048356	0.751944299986293	2.14576288934731e-4	0.857877821075567	h5_2	received dpt 2
h5_2_3	-12.53458001375	0.856062796243584	4.7836e-35	9.3079272293628e-5	1.80318123766816e-34	h5_2	received dpt 2
h5_2_8	-13.8234954830798	0.806003904112826	1.8012e-43	2.31219970003305e-4	7.8450192746114e-43	h5_2	received dpt 2
h6_1_0	-0.570440765631234	0.970899759896465	0.557205542893069	4.76268960414861e-4	0.708389260973856	h6_1	received polio 2
h6_1_1	-0.0880130533879009	0.559232057834493	0.875030831282805	1.48364625983666e-5	0.933914317897824	h6_1	received polio 2
h6_1_2	0.718689101300557	0.569796217529663	0.208003068035029	8.27960698164043e-4	0.363508064428785	h6_1	received polio 2
h6_1_3	-12.8863801690963	0.630996915174945	2.2764e-62	1.02031677317482e-4	1.36098281650071e-61	h6_1	received polio 2
h6_1_8	-9.45982395569155	1.05793688506909	1.9441e-17	4.80355796828036e-6	5.82398595866001e-17	h6_1	received polio 2
h6_2_0	0.0321983208637058	1.24589821470226	0.97940385277669	1.26324089644303e-6	0.98688062792392806	h6_2	received polio 2
h6_2_1	0.780609278526621	1.23886793193435	0.529234380506967	9.6628537157617e-4	0.685102793364759	h6_2	received polio 2
h6_2_2	-0.794020587951721	1.25745340987861	0.528351481686991	8.92790726948478e-4	0.685102793364759	h6_2	received polio 2
h6_2_3	-12.53458001375	0.856062796243584	4.7836e-35	9.3079272293628e-5	1.80318123766816e-34	h6_2	received polio 2
h6_2_8	-12.588965526828	1.02106097172084	2.4515e-27	5.58844484327414e-5	8.44561844262295e-27	h6_2	received polio 2
h7_1_0	0.0887761598961913	0.700364780127942	0.899202503724836	1.52657879762819e-5	0.947643847171667	h7_1	received dpt 3
h7_1_1	-0.532623664156386	0.594908116949121	0.371214592353458	4.69687272412589e-4	0.542705181603029	h7_1	received dpt 3
h7_1_2	0.565000449559086	0.736677562101048	0.443602518454103	2.76411996179671e-4	0.616962734964459	h7_1	received dpt 3
h7_1_3	-11.6362725227558	0.623354084081614	4.4967e-55	4.1386130344101e-5	2.33617182941904e-54	h7_1	received dpt 3
h7_1_8	1.82045483975427	1.1419398897559	0.111761810293789	6.91448553529317e-4	0.223046006013673	h7_1	received dpt 3
h7_2_0	1.1482472173737	1.25674315126097	0.361815466864344	0.00192541761078768	0.533395442732668	h7_2	received dpt 3
h7_2_1	-16.9385857117782	0.623291356698688	6.5012e-75	0.00422725721763784	4.71926487046632e-74	h7_2	received dpt 3
h7_2_2	0.156137919288834	1.26215220068962	0.901651141098329	3.03116872425457e-5	0.948121027279529	h7_2	received dpt 3
h7_2_3	-11.4862612877114	1.01438155992956	4.6258e-24	4.20888283663157e-5	1.53693576284585e-23	h7_2	received dpt 3
h7_2_8	-13.8234954830798	0.806003904112826	1.8012e-43	2.31219970003305e-4	7.8450192746114e-43	h7_2	received dpt 3
h8_1_0	-0.561262293307562	0.740014877945596	0.448672693952086	5.87754682364161e-4	0.620581266190845	h8_1	received polio 3
h8_1_1	-0.147873399862065	0.567848875787158	0.794694545465037	3.9665505093156e-5	0.890218863163526	h8_1	received polio 3
h8_1_2	1.22309470425488	0.592600168388416	0.0397291500100643	0.00187129932274455	0.0934947466362264	h8_1	received polio 3
h8_1_3	-11.650634325273	0.574415591063675	8.6478e-62	5.39294299081172e-5	5.11205392405063e-61	h8_1	received polio 3
h8_1_8	-9.45982395569155	1.05793688506909	1.9441e-17	4.80355796828036e-6	5.82398595866001e-17	h8_1	received polio 3
h8_2_0	1.15379507612989	1.24941878612797	0.356699971075292	0.00194483624582331	0.527333794734243	h8_2	received polio 3
h8_2_1	-16.9391114259652	0.623114021663798	6.1417e-75	0.00425402100644379	4.46601472318339e-74	h8_2	received polio 3
h8_2_2	0.0884388731610718	1.25253733042728	0.943769215745164	9.83370139417961e-6	0.96743912614099	h8_2	received polio 3
h8_2_3	-12.4400163135719	0.954121671385203	1.1108e-29	5.12081734662662e-5	3.9134051969824e-29	h8_2	received polio 3
h8_2_8	-12.588965526828	1.02106097172084	2.4515e-27	5.58844484327414e-5	8.44561844262295e-27	h8_2	received polio 3
h9_1_0	-0.611032972137158	0.737651447715794	0.408014085553237	7.03299194614315e-4	0.578765845960261	h9_1	received measles
h9_1_1	0.13149436154284	0.565749801300884	0.816338249500214	3.0574666274763e-5	0.902675522928019	h9_1	received measles
h9_1_2	0.868735390014745	0.587035332239308	0.13977078793456	9.82404978105755e-4	0.267878076465552	h9_1	received measles
h9_1_3	-10.5693756966264	0.761084738738549	1.687e-35	1.89574138351745e-5	6.44001907356948e-35	h9_1	received measles
h9_1_8	-13.8051227394709	0.451380365569745	9.8008e-103	2.00877323715654e-4	1.21512573451327e-101	h9_1	received measles
h9_2_0	18.774051347996	0.623720801024266	9.1864e-83	0.0151829357270895	7.75310024096385e-82	h9_2	received measles
h9_2_1	-17.0144295849453	0.621299106025148	3.1806e-75	0.00499411283909379	2.3208440625e-74	h9_2	received measles
h9_2_2	-17.0217678854935	0.624963967931613	8.4609e-75	0.00548854395761511	6.11016541237113e-74	h9_2	received measles
h9_2_3	-12.488206313849	0.963904333184843	2.3564e-29	5.6830590455248e-5	8.27397593984963e-29	h9_2	received measles
h9_2_8	-13.7370991894638	0.704935358952213	4.712e-51	3.81130641514238e-4	2.30285302325581e-50	h9_2	received measles
h0_1_0	0.519742191704538	0.696369357533695	0.45593045205153	5.2198406319548e-4	0.62643860411003	h0_1	received polio 0
h0_1_1	-0.665384655490154	0.561293445642573	0.236611228939045	8.28490400458959e-4	0.397631745394165	h0_1	received polio 0
h0_1_2	0.584412400100319	0.945792255006864	0.537021464128584	2.07253492914061e-4	0.690667446062558	h0_1	received polio 0
h0_1_3	-12.7609005080221	0.478704339668883	1.1266e-87	1.29159512408994e-4	1.04068127472527e-86	h0_1	received polio 0
h0_1_8	-9.45982395569155	1.05793688506909	1.9441e-17	4.80355796828036e-6	5.82398595866001e-17	h0_1	received polio 0
h0_2_0	-0.00789902031518985	1.22672648228755	0.994867767206414	1.02188605133335e-7	0.99724045446424	h0_2	received polio 0
h0_2_1	0.730469476991955	1.23853038928095	0.555892762650086	8.49126720024684e-4	0.706934124483604	h0_2	received polio 0
h0_2_2	-15.775020811738	0.641084543070253	2.4741e-67	0.00227082111275279	1.61219260465116e-66	h0_2	received polio 0
h0_2_3	-12.5047206646215	0.809924960651067	9.9683e-38	1.08764765558322e-4	3.89737347906977e-37	h0_2	received polio 0
h0_2_8	-12.588965526828	1.02106097172084	2.4515e-27	5.58844484327414e-5	8.44561844262295e-27	h0_2	received polio 0
h10_1_0	-2.38636009751011	1.10858796219988	0.0323506753291172	0.00570888583785212	0.0778750792716378	h10_1	ever had vaccination
h10_1_1	2.4029429584341	1.10842926672438	0.0311552524121946	0.00581555756043806	0.0753860252668128	h10_1	ever had vaccination
h10_1_8	-12.0574201256169	0.895171753114245	3.8042e-31	8.09885888418682e-5	1.36077043404255e-30	h10_1	ever had vaccination
h11_1_0	-0.8865584194248	0.588998875478951	0.133138684860542	0.00142796474542839	0.257990729584536	h11_1	had diarrhea recently
h11_1_2	0.741295952366205	0.61715076571615	0.230468537117806	9.65192765909895e-4	0.390733701001962	h11_1	had diarrhea recently
h11_1_8	1.75242720420414	1.17204297740622	0.135728864439361	6.51370647743676e-4	0.262341033636014	h11_1	had diarrhea recently
h11_2_0	15.8294438050402	0.623197287011338	7.7099e-70	0.00241467297694009	5.16821526315789e-69	h11_2	had diarrhea recently
h11_2_2	-15.7415793305327	0.630676209246064	1.614e-68	0.00173011946856394	1.06326677115987e-67	h11_2	had diarrhea recently
h11_2_8	-14.8079086001754	0.694795948731638	3.4441e-57	5.99312886257031e-4	1.85822237483954e-56	h11_2	had diarrhea recently
h22_1_0	-0.752821290090494	0.540034493963084	0.164158268861195	0.00105901393796559	0.304348127050553	h22_1	had fever in last two weeks
h22_1_1	0.585181518150877	0.536649648684083	0.276240940106427	6.54323574365234e-4	0.442750419858105	h22_1	had fever in last two weeks
h22_1_8	1.85720786509693	1.19155069682554	0.119946371191179	7.12909006491347e-4	0.237128221127246	h22_1	had fever in last two weeks
h22_2_0	17.0031313106692	0.613744963222945	1.4209e-76	0.00494039088344789	1.06264104982206e-75	h22_2	had fever in last two weeks
h22_2_1	-16.9063328658923	0.61865926688261	1.7122e-75	0.00398151833541616	1.26031113835377e-74	h22_2	had fever in last two weeks
h22_2_8	-14.8199544007437	0.678605434576987	7.2571e-59	7.04294336406841e-4	4.08868516085791e-58	h22_2	had fever in last two weeks
h31_1_0	-0.302570927967815	0.574415302618674	0.598689990281234	1.4985472542528e-4	0.743366035200008	h31_1	had cough in last two weeks
h31_1_2	0.122957659713272	0.612043962699014	0.840891186587931	2.3114661705681e-5	0.913133570487151	h31_1	had cough in last two weeks
h31_1_8	1.80057822320965	1.17941379564667	0.127708597214694	6.79503754588806e-4	0.249539392883942	h31_1	had cough in last two weeks
h31_2_0	16.8477782598717	0.617354719158895	2.1903e-75	0.00306864262761564	1.6066022513089e-74	h31_2	had cough in last two weeks
h31_2_2	-15.7426073218746	0.623857846512476	2.4199e-69	0.00223180677458101	1.60423339116719e-68	h31_2	had cough in last two weeks
h31_2_8	-14.8199544007437	0.678605434576987	7.2571e-59	7.04294336406841e-4	4.08868516085791e-58	h31_2	had cough in last two weeks
h32a_1_0	13.9133288595362	0.609640692151431	1.0396e-66	2.85749447036743e-4	6.71188755760369e-66	h32a_1	fever/cough: government hosp.
h32a_1_1	-13.9133288606216	0.609640695330512	1.0396e-66	2.85749447036854e-4	6.71188755760369e-66	h32a_1	fever/cough: government hosp.
h32b_1_0	17.2024169612182	0.474120522221878	8.1392e-110	0.00558184077183976	1.15964331864407e-108	h32b_1	fever/cough: govt health cntr
h32b_1_1	-17.2024169634066	0.474120534138841	8.1393e-110	0.00558184077183987	1.15964331864407e-108	h32b_1	fever/cough: govt health cntr
h32c_1_0	13.8829478486782	0.588276568603005	1.8641e-69	2.30399787356617e-4	1.23772706161137e-68	h32c_1	fever/cough: govt health post
h32c_1_1	-13.882947846962301	0.588276561521299	1.8641e-69	2.30399787356839e-4	1.23772706161137e-68	h32c_1	fever/cough: govt health post
h32e_1_0	12.8909963900579	0.631557026485217	5.0021e-58	1.63010534407704e-4	2.75180972513089e-57	h32e_1	fever/cough: comm.health wrkr
h32e_1_1	-12.8909963890646	0.63155702315912	5.0021e-58	1.63010534407593e-4	2.75180972513089e-57	h32e_1	fever/cough: comm.health wrkr
h32j_1_0	10.8125040961313	1.09480887877662	5.1013e-20	2.63769621815513e-5	1.58938205337287e-19	h32j_1	fever/cough: private hosp/clin
h32j_1_1	-10.8125040953792	1.09480887504442	5.1013e-20	2.63769621816623e-5	1.58938205337287e-19	h32j_1	fever/cough: private hosp/clin
h32k_1_0	13.8924203573868	0.512566294696435	1.8149e-81	5.93764177209133e-4	1.48984857421875e-80	h32k_1	fever/cough: private pharmacy
h32k_1_1	-13.8924203598594	0.512566305061709	1.8149e-81	5.937641772088e-4	1.48984857421875e-80	h32k_1	fever/cough: private pharmacy
h32m_1_0	12.2764254460396	1.09266922376121	1.4801e-24	6.68601093919419e-5	4.92936632329635e-24	h32m_1	fever/cough: private mobile cl
h32m_1_1	-12.276425445925	1.09266922366708	1.4801e-24	6.68601093919419e-5	4.92936632329635e-24	h32m_1	fever/cough: private mobile cl
h32n_1_0	12.0010949358429	0.848630222964077	6.8171e-35	9.19195002641038e-5	2.55595640499554e-34	h32n_1	fever/cough: comm.health wrkr
h32n_1_1	-12.0010949361867	0.848630224321746	6.8171e-35	9.19195002642148e-5	2.55595640499554e-34	h32n_1	fever/cough: comm.health wrkr
h32r_1_0	10.6658610733096	1.09619236507922	1.5137e-19	1.62358249311545e-5	4.65064407894737e-19	h32r_1	fever/cough: oth med.priv sect
h32r_1_1	-10.6658610740154	1.09619236733655	1.5137e-19	1.62358249311545e-5	4.65064407894737e-19	h32r_1	fever/cough: oth med.priv sect
h32s_1_0	-1.57045324724393	1.14107896808043	0.169794268268278	0.00363911498610148	0.311771651171506	h32s_1	fever/cough: shop
h32s_1_1	1.57045324724393	1.14107896808043	0.169794268268279	0.00363911498610148	0.311771651171506	h32s_1	fever/cough: shop
h32t_1_0	14.9618256989331	0.494021507402343	8.2755e-92	0.00100799049075595	8.30127608591885e-91	h32t_1	fever/cough: traditional pract
h32t_1_1	-14.9618257000313	0.494021514114056	8.2756e-92	0.00100799049075584	8.30127608591885e-91	h32t_1	fever/cough: traditional pract
h32u_1_0	-2.31602604793815	1.17592927270418	0.0498440467185994	0.00340301443503976	0.114540474772156	h32u_1	fever/cough: relatives / friends
h32u_1_1	2.31602604793815	1.17592927270418	0.0498440467185986	0.00340301443503987	0.114540474772156	h32u_1	fever/cough: relatives / friends
h32y_1_0	-0.147133801469636	0.925566880575729	0.873806193540008	4.69903848132613e-5	0.933318279910713	h32y_1	fever/cough: no treatment
h32y_1_1	0.147133801469634	0.92556688057573	0.873806193540009	4.69903848132613e-5	0.933318279910713	h32y_1	fever/cough: no treatment
h32z_1_0	17.2758478530881	0.470540597479804	4.8439e-111	0.00678093417299164	7.16863088028169e-110	h32z_1	fever/cough: medical treatment
h32z_1_1	-17.2758478513741	0.470540592015139	4.8439e-111	0.00678093417299153	7.16863088028169e-110	h32z_1	fever/cough: medical treatment
h33_1_0	-0.786986260752652	0.713536574088488	0.27078096052631	0.00118968605996905	0.436050719192368	h33_1	received vitamin a
h33_1_1	-12.649731427478	0.512830178294642	9.4215e-80	8.28973927453625e-5	7.3603279739777e-79	h33_1	received vitamin a
h33_1_2	0.703335831985429	0.706225592998509	0.319954533599488	9.41983985761174e-4	0.487596249118302	h33_1	received vitamin a
h33_1_3	-9.42529890088631	1.05800959142559	2.4876e-17	3.6064471442554e-6	7.44685384615385e-17	h33_1	received vitamin a
h33_1_8	0.987917248860954	1.09722978221974	0.368514875137536	2.52606532405553e-4	0.540617110018521	h33_1	received vitamin a
h33_2_0	-1.58220977556581	1.24235913584243	0.204059197097326	0.00365788249417442	0.358254304678388	h33_2	received vitamin a
h33_2_1	-12.589699578156	0.789755948146121	1.8404e-39	1.34376387492474e-4	7.50261998060136e-39	h33_2	received vitamin a
h33_2_2	1.83595781942414	1.24143923096758	0.140485240593274	0.00496973820211377	0.269002034721426	h33_2	received vitamin a
h33_2_8	-14.6617153179592	0.665557147439021	1.8095e-59	6.41838858453148e-4	1.02774709459459e-58	h33_2	received vitamin a
h34_1_0	-0.807439135171308	0.713559892305175	0.258560406779267	0.00125146192786207	0.422915295918416	h34_1	vitamin a in last 6 months
h34_1_1	0.699551428188981	0.705533538134688	0.322088009149014	9.32070374093596e-4	0.48975311459389	h34_1	vitamin a in last 6 months
h34_1_8	0.987917248860954	1.09722978221974	0.368514875137536	2.52606532405553e-4	0.540617110018521	h34_1	vitamin a in last 6 months
h34_2_0	-1.60807138389706	1.24241703942537	0.196807951065251	0.00378288045382547	0.349170037284614	h34_2	vitamin a in last 6 months
h34_2_1	1.81735533942678	1.2414032636685	0.144520956595932	0.00486725181688819	0.27534976453885	h34_2	vitamin a in last 6 months
h34_2_8	-14.6617153179592	0.665557147439021	1.8095e-59	6.41838858453148e-4	1.02774709459459e-58	h34_2	vitamin a in last 6 months
h35_1_0	-1.06443618922954	0.723697553665684	0.142225352985619	0.00176938247002911	0.271591621353274	h35_1	any vaccinations in last 2 years part of campaign
h35_1_1	1.11471397054968	0.723404734340227	0.124227914348439	0.00195635316401299	0.24410001122323	h35_1	any vaccinations in last 2 years part of campaign
h35_1_2	-12.8751095807371	0.570024126244015	1.3684e-70	1.01731901837376e-4	9.36707687296417e-70	h35_1	any vaccinations in last 2 years part of campaign
h35_1_8	-12.893678406066	0.568779701639154	6.3961e-71	1.09599282940742e-4	4.40701775409836e-70	h35_1	any vaccinations in last 2 years part of campaign
h36a_1_0	-1.02260785045611	0.55914889032	0.0682356422450593	0.00199811883639667	0.149840336654121	h36a_1	vaccinated during polio campaign 2003
h36a_1_1	1.02260785045611	0.559148890320001	0.0682356422450599	0.00199811883639656	0.149840336654121	h36a_1	vaccinated during polio campaign 2003
h36a_2_0	0.596441386972165	1.25083206747266	0.633918484934633	4.95135653984069e-4	0.773007256604179	h36a_2	vaccinated during polio campaign 2003
h36a_2_1	-0.596441386972164	1.25083206747265	0.633918484934632	4.95135653984069e-4	0.773007256604179	h36a_2	vaccinated during polio campaign 2003
h36b_1_0	-0.700817852281317	0.726099359825091	0.335092825809793	8.8121702381927e-4	0.503717863690472	h36b_1	vaccinated during polio campaign 2002
h36b_1_1	0.700817852281317	0.726099359825089	0.335092825809792	8.8121702381927e-4	0.503717863690472	h36b_1	vaccinated during polio campaign 2002
h36b_2_0	0.548901067130676	1.25841329183453	0.663099535941035	4.16968345379742e-4	0.795833052415811	h36b_2	vaccinated during polio campaign 2002
h36b_2_1	-0.548901067130675	1.25841329183453	0.663099535941035	4.16968345379742e-4	0.795833052415811	h36b_2	vaccinated during polio campaign 2002
h36c_1_0	-1.12367890696908	0.769604291216503	0.145130009327968	8.72661331166147e-4	0.276259705256101	h36c_1	vaccinated during polio campaign 2001
h36c_1_1	1.12367890696907	0.76960429121651	0.145130009327973	8.72661331166036e-4	0.276259705256101	h36c_1	vaccinated during polio campaign 2001
h36c_2_0	15.6631299498617	0.629828160315107	5.3181e-68	0.00135243371252025	3.48161593457944e-67	h36c_2	vaccinated during polio campaign 2001
h36c_2_1	-15.6631299491591	0.629828165579902	5.3181e-68	0.00135243371252036	3.48161593457944e-67	h36c_2	vaccinated during polio campaign 2001
h36d_1_0	13.675762070924	0.468876713730931	2.1575e-97	1.79441368499456e-4	2.47083719346049e-96	h36d_1	vaccinated during polio campaign 2000
h36d_1_1	-13.6757620704869	0.468876708164736	2.1575e-97	1.79441368499789e-4	2.47083719346049e-96	h36d_1	vaccinated during polio campaign 2000
h36d_2_0	14.5700115868976	0.656462149665909	8.5149e-60	5.61368997816114e-4	4.86251694293478e-59	h36d_2	vaccinated during polio campaign 2000
h36d_2_1	-14.5700115851289	0.656462132418279	8.5148e-60	5.61368997816114e-4	4.86251694293478e-59	h36d_2	vaccinated during polio campaign 2000
h36e_1_0	12.6885046927234	0.524323837625	7.186e-78	1.55632626826607e-4	5.5014131147541e-77	h36e_1	vaccinated during other polio campaign
h36e_1_1	-12.6885046931341	0.524323838369027	7.186e-78	1.55632626826718e-4	5.5014131147541e-77	h36e_1	vaccinated during other polio campaign
h36e_2_0	13.583086726349	0.713197813173249	1.1028e-49	3.05798892451858e-4	5.3032819221968e-49	h36e_2	vaccinated during other polio campaign
h36e_2_1	-13.5830867249984	0.713197802267796	1.1028e-49	3.05798892451525e-4	5.3032819221968e-49	h36e_2	vaccinated during other polio campaign
h36f_1_0	13.8951937249883	0.468303078491976	2.6335e-99	2.40389488932458e-4	3.11791563380282e-98	h36f_1	vaccinated during any other campagn
h36f_1_1	-13.8951937235803	0.46830307471933	2.6335e-99	2.40389488932791e-4	3.11791563380282e-98	h36f_1	vaccinated during any other campagn
h36f_2_0	13.8392906558143	0.734121264863846	4.7693e-49	3.80284326829794e-4	2.2650133220339e-48	h36f_2	vaccinated during any other campagn
h36f_2_1	-13.839290655801	0.73412126431386	4.7693e-49	3.80284326829794e-4	2.2650133220339e-48	h36f_2	vaccinated during any other campagn
h37b_1_0	0.462000385925426	0.873159873354958	0.597173234217834	5.20642642527935e-4	0.741701862712044	h37b_1	chloroquine taken for fever
h37b_1_1	-0.462000385925427	0.873159873354956	0.597173234217833	5.20642642527935e-4	0.741701862712044	h37b_1	chloroquine taken for fever
h37c_1_0	-3.22504689553132	1.11819546377748	0.00424954300689753	0.0152285995845378	0.0115904148332189	h37c_1	aspirin taken for fever
h37c_1_1	3.22504689553132	1.11819546377747	0.00424954300689739	0.0152285995845377	0.0115904148332189	h37c_1	aspirin taken for fever
h37d_1_0	12.871559423533	0.556184014177765	2.2219e-65	2.36923618242013e-4	1.38350306666667e-64	h37d_1	ibuprofen/acetaminophen taken for fever
h37d_1_1	-12.8715594229754	0.556184014641421	2.2219e-65	2.36923618242124e-4	1.38350306666667e-64	h37d_1	ibuprofen/acetaminophen taken for fever
h37e_1_0	12.952035728768	0.588091014949332	1.2218e-61	2.58477108580402e-4	7.17210251396648e-61	h37e_1	country specific taken for fever: amodiaquine/flavoquine
h37e_1_1	-12.9520357268232	0.588091003427475	1.2218e-61	2.58477108580624e-4	7.17210251396648e-61	h37e_1	country specific taken for fever: amodiaquine/flavoquine
h37f_1_0	12.0127085711088	0.78828761686404	5.1474e-38	1.04506061174292e-4	2.02380937324602e-37	h37f_1	country specific taken for fever: quinine
