var	concordance	Estimate	SE	P.Val	Nag.R2	FDR	varOrig	varlabel
hml34_04?	1	-15.4185000503645	0.576984182108221	3.066764e-68	0.0610264997153507	2.00533310658683e-67	hml34	NA
v02310	1	-2.74680696954911	1.04505269406505	0.00883460044731886	0.0418306411668996	0.0226464405832681	v02310	NA
hml34_05?	1	-16.3178419667124	1.00674348294513	5.872034e-36	0.0398302008362418	2.34309176419001e-35	hml34	NA
hml34_03?	1	-15.2871842648263	0.523336529034885	1.553333e-84	0.0368568713003979	1.37905661463415e-83	hml34	NA
hb62_0399993	1	-16.1606413867147	0.910621670889364	5.774385e-38	0.0363764682109484	2.35284642537313e-37	hb62	NA
v535_0	1	-2.58770781765592	0.445862658481863	1.137425e-8	0.027087385511806	3.51860651558074e-8	v535	Ever been married or in union
v535_1	1	2.57209811522996	0.451514951335306	2.06363882292291e-8	0.0226500916934663	6.37180092732842e-8	v535	Ever been married or in union
hml34_06?	1	-16.4167362173561	1.01203236722214	6.426446e-36	0.022218003315626	2.5611967270073e-35	hml34	NA
hb32	1	-0.00639329984531532	6.36909974299703e-4	5.961909e-22	0.0218614382049347	1.95117021818182e-21	hb32	Date of birth (CMC)
v012	1	0.0765912230848392	0.00760920062169312	4.698162e-22	0.0218087041833922	1.5422022757515e-21	v012	Respondent's current age
hb1	1	0.0765529766736879	0.00760774430376012	4.825642e-22	0.0217908172675976	1.5808803192e-21	hb1	Man's age in years
hml16	1	0.0765529766736879	0.00760774430376012	4.825642e-22	0.0217908172675976	1.5808803192e-21	hml16	Corrected age from Individual file
v501_0	1	-1.96066222554888	0.362496523137825	9.33247245693551e-8	0.0210288652037115	2.86534018452865e-7	v501	Current marital status
v502_0	1	-1.96066222554888	0.362496523137825	9.33247245693551e-8	0.0210288652037115	2.86534018452865e-7	v502	Currently/formerly/never in union
v513_0	1	-1.96066222554888	0.362496523137825	9.33247245693551e-8	0.0210288652037115	2.86534018452865e-7	v513	Cohabitation duration (grouped)
v013_1	1	-4.17580642485447	1.00593163827773	3.81052151653063e-5	0.0205422003890218	1.14002451946615e-4	v013	Age in 5-year groups
v714a_1	1	2.14909465110087	0.785910562429708	0.00656571784121697	0.0188155482930027	0.0173043376088711	v714a	Respondent has a job, but currently absent
hv116_0	1	-1.72649843048062	0.305364490519244	2.47651920314422e-8	0.0184553252320586	7.63224544637861e-8	hv116	Currently, formerly, never married
