var	Estimate	SE	P.Val	Nag.R2	FDR	varOrig	varlabel
b15_03_9	-13.1291284354183	0.394839033862291	2.7321e-121	0.00102606898746305	4.39927927007299e-120	b15_03	live birth between births
hv106_02	-1.54101712602499	0.0577549642829487	2.6083e-87	0.0012947377691892	2.66384712962963e-86	hv106	highest educational level
v158_0	-0.284679120148954	0.193318123421461	0.141525607266132	8.15168096747754e-4	0.292709464624086	v158	frequency of listening to radio
b10_06_3	-14.6494427752331	0.404636338067328	3.8857e-117	0.00243151291513544	5.67672463576159e-116	b10_06	completeness of information
ml101_0	-0.150798274933869	0.160518770414045	0.347982700393499	3.07501486396022e-4	0.550308465453729	ml101	type of bednet(s) slept under last night
b0_02_1	0.463222540084719	0.496379613759993	0.351198851001505	4.47271259277349e-4	0.553389046649514	b0_02	child is twin
v474z_9	-11.9396486740439	0.401878749003071	3.2213e-110	2.59929505562528e-4	4.18011047058824e-109	v474z	tuberculosis spread by: don't know
m57k_1_9	-12.9609874708384	0.33308648017185	2.3909e-148	7.77211841996972e-4	6.76195564102564e-147	m57k_1	antenatal care: public cbd worker (cs)
m57u_1_1	0.479511139428094	0.57497594368555	0.404727604900394	5.00602847453124e-4	0.604897761795575	m57u_1	antenatal care: religious/voluntary : health centre
hv121_1	-1.8406896469663	0.586083745063995	0.00179126931044143	0.0077274165068465	0.00633259631223615	hv121	member attended school during current school year
b0_06_2	-13.5463403193219	0.528090346540031	1.1374e-80	6.58242423570599e-4	1.09567877729258e-79	b0_06	child is twin
m49b_1_1	-11.8846956271311	0.553814409828673	1.6475e-71	2.27498148135941e-4	1.44221626984127e-70	m49b_1	during pregnancy - took chloroquine for malaria
v505	-0.0222745272754894	0.00989222415315105	0.0247998982365463	4.16382886963329e-4	0.0708660304531362	v505	number of other wives
m49x_1_8	-0.0315759223837814	1.03086444348436	0.975577337799499	6.60583313272234e-7	0.990765380890021	m49x_1	during pregnancy - took other drug for malaria
b15_02_1	-13.1407492304366	0.370760647888062	1.7776e-133	0.00113729474816304	3.24081454545455e-132	b15_02	live birth between births
hv207_0	-0.167465013737022	0.171007390126813	0.32793966070176	3.59205617686209e-4	0.529701955233274	hv207	has radio
b0_03_3	-11.1091494460704	0.955778943693967	1.4961e-27	1.08604909686116e-4	8.33433484848485e-27	b0_03	child is twin
hv101_4	-0.850511064464208	0.721771127299473	0.239242916601342	0.00121050742549134	0.425964385813205	hv101	relationship to head
sh106_1	0.278829043146257	0.244968399286891	0.255602921554256	5.96116368058008e-4	0.447863419339705	sh106	main source of household energy
hv012	-0.122244525538085	0.035606195456023	6.48835602868765e-4	0.00721777478886543	0.00241371220898566	hv012	number of de jure members
m2g_1_1	-0.550927404346787	1.07472404250336	0.608459033308066	1.19646429405873e-4	0.785820093221476	m2g_1	prenatal: trad.birth attendant
b5_06_0	-1.32368027270917	1.0435387583929	0.205527465861738	0.00614152491967856	0.381323456426404	b5_06	child is alive
b2_01	-0.0477951387181478	0.0125598313156389	1.602483507874e-4	0.00513773112685922	6.24572194058312e-4	b2	NA
hb0_03	-0.0304884835500452	0.0838748825496385	0.716646774915365	2.62129408747702e-4	0.860132092199834	hb0	index to household schedule
hw55_2_1	1.61319134613398	0.497123628631785	0.00128128177096572	0.0147925494429716	0.0046109422296091	hw55_2	result of measuring (hemoglobin)
hc1_01	-0.0180126929260253	0.006453972622435	0.00546976170046653	0.00448108768963984	0.0180363143665608	hc1	age in months
v113_31	-11.8638001089228	0.534908101752762	3.0395e-75	1.50227121619828e-4	2.71463036437247e-74	v113	source of drinking water
m49b_1_0	0.420772219884199	1.02444778705229	0.6814591675049	1.34561335579875e-4	0.839831800846821	m49b_1	during pregnancy - took chloroquine for malaria
hv228_0	0.387607142560197	0.246413543990907	0.116395865869094	0.00147588680418165	0.252477168247022	hv228	children under 5 slept under bednet last night
sh126_5	0.148650464851217	0.782822901014841	0.849493898017205	4.04025700081467e-5	0.939340119812508	sh126	place get the net
v113_41	0.0534465266645325	0.303560862382238	0.860318014621187	1.1975291842159e-5	0.940466570988275	v113	source of drinking water
v513_0	-1.06007488639702	0.271885037325373	1.10567228987378e-4	0.00767713917821455	4.36335075395628e-4	v513	marital duration (grouped)
hv102_1	-0.0177012165558324	0.354880834282354	0.96023960823993	8.76587622822278e-7	0.986167865818103	hv102	usual resident
m57s_1_0	0.200262198261755	0.549656207369927	0.715769134364684	5.62525368333899e-5	0.859629749266798	m57s_1	antenatal care: religious/voluntary : referral/special  hospital (cs)
v153_9	-10.9871118790948	0.592547550835798	4.3526e-58	1.32002268399378e-4	3.20061186666667e-57	v153	has telephone
v161_8	-0.623715720577623	0.178945867912993	5.36977388475245e-4	0.00488956685389863	0.00201115809673411	v161	type of cooking fuel
v024_8	-0.632816871524156	0.492921057875103	0.199837054321364	4.19946414541461e-4	0.373963051618276	v024	region
v474b_1	0.200503168979471	0.208638161490419	0.337038597507983	3.70745127360017e-4	0.538773294277254	v474b	tuberculosis spread by: sharing utensils
hmlb_3	-0.329212619596131	0.156861973591684	0.0371011985750382	0.0228205464452218	0.0992063564321627	hmlb	person who slept in mosquito net
m2n_1_9	-12.9442090959338	0.347667096603178	1.3513e-141	6.67251232918886e-4	2.61488403508772e-140	m2n_1	prenatal: no one
hv006	-0.0252567117378102	0.0183680486756196	0.169771509380727	9.21901646579903e-4	0.334769014159966	hv006	month of interview
sh113_4	-1.13791173005061	0.47780715936983	0.0176355383507033	0.00229119207540773	0.0525020210548603	sh113	use land for farming or grazing that it doesn't own
hv024_19	-0.0470349587752782	0.358407760112716	0.895646716628615	9.61076057603982e-6	0.962863867876571	hv024	region
m2e_1_0	-0.136686988294487	0.239254227233462	0.568069349402376	2.2180703328134e-4	0.751746241620661	m2e_1	prenatal: mch aide
b0_03_2	0.252659580635857	0.765032429370419	0.741354228013771	8.93044949128452e-5	0.874154748042981	b0_03	child is twin
v022	9.46265439751527e-5	0.00150703451060236	0.949960334247323	1.7861122549867e-6	0.984743516612093	v022	sample stratum number
ha0_2	-0.0172996809678762	0.0652341265245412	0.790985851625787	6.13849952081358e-5	0.902231017935101	ha0	index to household schedule
hv113_1	-1.77569451974582	1.43462064329805	0.216677416068811	0.00247457160463205	0.397331986573397	hv113	father alive
hv019	0.0018617663541775	0.0263971829097566	0.943802445110283	2.58540586062228e-6	0.984743516612093	hv019	keyer identification
v479_99	-14.3926503676328	0.347909580386845	6.5869e-154	0.00244638043764045	2.54924585964912e-152	v479	source for injection by health worker
v125_9	-11.258420317391	0.596766681154842	1.3297e-59	1.98812188669573e-4	9.90985878378378e-59	v125	has car/truck
b10_04_5	0.626057625461289	1.07808288759839	0.561735458958087	2.66673930712669e-4	0.74700392629583	b10_04	completeness of information
ha67_2	0.0828460538823744	0.0528253944791291	0.11753829437295	0.00224356042557572	0.254704791146098	ha67	woman's highest year of education
v530_0	0.0612089059989447	0.344281432128609	0.858966042983524	1.32634251858166e-5	0.940466570988275	v530	flag for v529
v024_19	-0.0332164469196085	0.358987220178032	0.926317550585968	4.82198914741883e-6	0.979135848870458	v024	region
v527	0.00208666340010421	8.06214639771687e-4	0.00994663274107995	0.00414885348493377	0.0312123354577843	v527	time since last intercourse
hv139_1	-20.642294741377	0.735091328186543	2.9476e-89	0.0184525525193013	3.08170881516588e-88	hv139	member has 2+ sets of clothes
v128_97	0.0189247861485086	0.355046134042811	0.957513528165422	1.01218086712151e-6	0.984743516612093	v128	main wall material
hw57_2_9	-13.8302289535765	0.424314801004089	2.3323e-106	0.00111847961742428	2.92332602272727e-105	hw57_2	anemia level
v158_1	-0.28997448290871	0.228090193124782	0.204241412710704	6.14508491528665e-4	0.379895916053805	v158	frequency of listening to radio
