var	concordance	Estimate	SE	P.Val	Nag.R2	FDR	varOrig	varlabel
ha6_3	1	-0.00420175833595671	0.00156270621532163	0.00836597231676568	0.0572880581295715	0.0161990801547565	ha6	Height/Age percent ref. median
ha3_3	1	-0.0237590070400968	0.00715699575793772	0.00125446685869646	0.0526409278981939	0.00252554917247499	ha3	Woman's height in centimeters (1 decimal)
hb62_3?	1	-15.652473553471	0.717031133630966	4.992122e-40	0.0248782911065161	2.14654185007072e-39	hb62	NA
hc30_1	1	0.542895112083953	0.238139418206803	0.0233204930643621	0.0229414615006034	0.0425791585079044	hc30	Month of birth
hv104_11_1	1	17.4199032393852	1.03673176489157	9.483447e-29	0.0208374046639699	3.04110697046413e-28	hv104_11	Sex of household member
hv104_11_2	1	-17.4199032398467	1.03673177228489	9.483452e-29	0.0208374046639699	3.04110697046413e-28	hv104_11	Sex of household member
hv106_10_0	1	17.1915178600021	1.02605127342302	7.360038e-34	0.0169565936157072	2.71865316160389e-33	hv106_10	Highest educational level attained
hv109_10_0	1	17.1915178600021	1.02605127342302	7.360038e-34	0.0169565936157072	2.71865316160389e-33	hv109_10	Educational attainment
sh17aa_10_0	1	17.1915178600021	1.02605127342302	7.360038e-34	0.0169565936157072	2.71865316160389e-33	sh17aa_10	Education collapsed
shresid_2	1	1.72628342977727	0.498906662119301	6.13128740044637e-4	0.0159131690383553	0.00125347099511479	shresid	Residence
sresid_5	1	1.72628342977727	0.498906662119301	6.13128740044637e-4	0.0159131690383553	0.00125347099511479	sresid	residence
mv022_21	1	1.66908538632676	0.499436014966601	9.30499483603819e-4	0.0148853702247788	0.00188707033365951	mv022	Sample stratum number
mv023_21	1	1.66908538632676	0.499436014966601	9.30499483603819e-4	0.0148853702247788	0.00188707033365951	mv023	Sample domain
sh023_11_0	1	17.3081911815105	1.05371228859376	4.1620160000000004e-28	0.0146146123706811	1.30573050980392e-27	sh023_11	Care from a health provider in last four weeks, not overnight
shcounty_11	1	1.65442746581095	0.497640471337424	9.88446740381302e-4	0.0144163788536794	0.00200058461435363	shcounty	County of residence
scounty_26	1	1.65442746581095	0.497640471337424	9.88446740381302e-4	0.0144163788536794	0.00200058461435363	scounty	county of residence
hv108_10	1	-13.6213746552732	1.29822717677213	6.798787e-19	0.0143596837020757	1.62231652119309e-18	hv108	Education completed in single years
hv024_2	1	1.86153623532638	0.49597381579343103	2.07213807754289e-4	0.0141432261889031	4.2940011968169e-4	hv024	Region
v024_7	1	1.86153623532638	0.49597381579343103	2.07213807754289e-4	0.0141432261889031	4.2940011968169e-4	v024	region
sh023_11_1	1	-17.302835203363	1.05639770563636	5.008132e-28	0.0139901160482062	1.56794245932029e-27	sh023_11	Care from a health provider in last four weeks, not overnight
hv246_0	1	2.13788426520855	0.60731355891572	4.93733242539562e-4	0.013167886552492	0.00101210320790308	hv246	Owns livestock, herds or farm animals
hv246_1	1	-2.13788426520855	0.60731355891572	4.93733242539563e-4	0.0131678865524919	0.00101210320790308	hv246	Owns livestock, herds or farm animals
v006	1	0.713165575971457	0.307800948503998	0.0211363195840514	0.0131273550719497	0.0388009731494663	v006	month of interview
v008	1	0.713165575971427	0.307800948503875	0.0211363195840059	0.0131273550719497	0.0388009731494663	v008	date of interview (cmc)
hv101_11_5	1	-17.2294695563743	1.03791850184588	2.096665e-28	0.0124666240830351	6.61875555555556e-28	hv101_11	Relationship to head
sh003_11_5	1	-17.2294695563743	1.03791850184588	2.096665e-28	0.0124666240830351	6.61875555555556e-28	sh003_11	Relationship to household head
hv124_11	1	-11.4533169781733	1.42180047189522	4.377867e-12	0.011881198464508	9.35915308016878e-12	hv124	Education in single years - current school year
hv122_11_0	1	16.3321006823635	1.0684592063716	4.082407e-26	0.0118811980714443	1.20607553741497e-25	hv122_11	Educational level during current school year
sh19aa_11_0	1	16.3321006823635	1.0684592063716	4.082407e-26	0.0118811980714443	1.20607553741497e-25	sh19aa_11	Current education collapsed
hv215_34	1	3.20057856374571	1.13372140891221	0.0050544591215607	0.011448645054575	0.00993248592730739	hv215	Main roof material
ha12a_3	1	-5.56296832363551e-4	1.46876557028676e-4	2.57433093044209e-4	0.00957536251385316	5.32016725257917e-4	ha12a	Weight/Height percent ref. median (Fog)
hv122_10_0	1	17.0076950861447	1.03768244039432	4.964551e-33	0.00939871195807385	1.77347062749706e-32	hv122_10	Educational level during current school year
sh19aa_10_0	1	17.0076950861447	1.03768244039432	4.964551e-33	0.00939871195807385	1.77347062749706e-32	sh19aa_10	Current education collapsed
hv124_10	1	-14.3342234151129	1.11047366074101	8.254199e-25	0.00939871190983488	2.32987604085422e-24	hv124	Education in single years - current school year
hv024_5	1	-2.23828383343831	0.783435091881563	0.00455640915116589	0.00926967006654389	0.00896536169549793	hv024	Region
v024_10	1	-2.23828383343831	0.783435091881563	0.00455640915116589	0.00926967006654389	0.00896536169549793	v024	region
sh025_11_0	1	16.2239065318429	1.08187288638806	1.342925e-25	0.00918775954288553	3.90295602294455e-25	sh025_11	Eligibility for outpatient module
sh025_11_1	1	-16.223906533617	1.08187289700849	1.342925e-25	0.00918775954288553	3.90295602294455e-25	sh025_11	Eligibility for outpatient module
hv106_11_1	1	-16.2488802464548	1.0607794509345	3.578223e-26	0.00880479784475818	1.062284953125e-25	hv106_11	Highest educational level attained
